date,lat (deg),lon (deg),speed (kn),heading (deg),hdg_true,bank (deg),pitch angle (deg)
2023-04-16T21:02:01.767Z,37.8707183,-122.3761050,20.500,276.8,242.9,-24.0,-7.7
2023-04-16T21:02:02.272Z,37.8707233,-122.3761666,20.300,277.1,245.7,-27.7,2.0
2023-04-16T21:02:02.768Z,37.8707283,-122.3762250,20.000,279.5,249.2,-30.4,3.2
2023-04-16T21:02:03.269Z,37.8707366,-122.3762833,19.700,282.1,251.7,-17.0,2.5
2023-04-16T21:02:03.767Z,37.8707466,-122.3763416,19.700,282.0,244.6,-9.2,2.9
2023-04-16T21:02:04.267Z,37.8707550,-122.3763983,19.600,281.6,246.2,-9.7,4.8
2023-04-16T21:02:04.767Z,37.8707616,-122.3764566,19.300,280.0,245.6,-7.4,-0.6
2023-04-16T21:02:05.269Z,37.8707683,-122.3765133,19.200,279.4,240.8,-5.7,-4.0
2023-04-16T21:02:05.767Z,37.8707733,-122.3765683,18.900,278.4,245.1,-4.6,2.2
2023-04-16T21:02:06.269Z,37.8707783,-122.3766233,18.500,277.4,247.5,-10.7,5.7
2023-04-16T21:02:06.768Z,37.8707833,-122.3766766,18.300,278.0,248.5,-16.1,4.6
2023-04-16T21:02:07.269Z,37.8707900,-122.3767300,18.200,280.1,247.9,-16.7,4.7
2023-04-16T21:02:07.767Z,37.8707966,-122.3767850,18.300,279.6,245.5,-5.5,2.7
2023-04-16T21:02:08.270Z,37.8708016,-122.3768383,18.400,278.2,246.3,-11.9,5.0
2023-04-16T21:02:08.768Z,37.8708066,-122.3768916,18.200,277.5,248.7,-8.2,4.3
2023-04-16T21:02:09.269Z,37.8708116,-122.3769450,18.100,276.6,243.9,-20.1,3.0
2023-04-16T21:02:09.767Z,37.8708183,-122.3769983,18.200,279.2,247.0,-11.7,5.0
2023-04-16T21:02:10.271Z,37.8708233,-122.3770516,18.200,277.3,243.1,-9.4,-1.6
2023-04-16T21:02:10.773Z,37.8708266,-122.3771050,18.100,276.7,247.6,-11.3,7.1
2023-04-16T21:02:11.268Z,37.8708316,-122.3771566,18.100,277.0,241.3,-4.4,-3.1
2023-04-16T21:02:11.768Z,37.8708350,-122.3772100,18.100,277.1,242.2,1.1,3.2
2023-04-16T21:02:12.267Z,37.8708366,-122.3772633,18.000,271.3,237.3,-11.0,1.8
2023-04-16T21:02:12.768Z,37.8708366,-122.3773150,17.500,270.9,246.2,-24.9,4.3
2023-04-16T21:02:13.267Z,37.8708383,-122.3773650,17.200,273.4,247.9,-24.1,7.8
2023-04-16T21:02:13.769Z,37.8708416,-122.3774183,17.400,274.3,242.1,-13.1,2.7
2023-04-16T21:02:14.268Z,37.8708433,-122.3774716,18.000,273.3,240.3,-23.9,-0.4
2023-04-16T21:02:14.767Z,37.8708450,-122.3775250,18.100,274.9,246.7,-20.6,6.0
2023-04-16T21:02:15.269Z,37.8708483,-122.3775783,17.900,274.5,243.8,-26.3,4.3
2023-04-16T21:02:15.767Z,37.8708516,-122.3776300,17.700,276.7,247.3,-14.4,5.4
2023-04-16T21:02:16.268Z,37.8708550,-122.3776833,17.700,274.8,241.4,-23.1,-3.8
2023-04-16T21:02:16.767Z,37.8708583,-122.3777350,17.900,275.6,248.1,-29.9,6.2
2023-04-16T21:02:17.262Z,37.8708633,-122.3777883,17.900,280.0,247.9,-7.5,3.3
2023-04-16T21:02:17.768Z,37.8708700,-122.3778416,18.000,277.2,239.6,-0.3,2.4
2023-04-16T21:02:18.267Z,37.8708716,-122.3778950,17.900,273.2,238.8,-4.3,2.1
2023-04-16T21:02:18.768Z,37.8708716,-122.3779450,17.600,271.3,240.2,-15.5,-2.7
2023-04-16T21:02:19.269Z,37.8708733,-122.3779950,17.200,273.0,240.3,0.1,2.1
2023-04-16T21:02:19.767Z,37.8708733,-122.3780433,16.700,272.6,239.5,0.5,3.5
2023-04-16T21:02:20.261Z,37.8708750,-122.3780900,16.200,272.5,241.3,-3.8,1.9
2023-04-16T21:02:20.767Z,37.8708750,-122.3781383,16.100,271.0,238.1,-1.1,-1.2
2023-04-16T21:02:21.268Z,37.8708750,-122.3781833,15.900,269.0,237.0,-3.3,2.0
2023-04-16T21:02:21.768Z,37.8708733,-122.3782283,15.300,269.8,240.6,3.9,2.5
2023-04-16T21:02:22.269Z,37.8708716,-122.3782716,15.200,267.7,238.6,-4.4,5.6
2023-04-16T21:02:22.768Z,37.8708716,-122.3783150,14.800,267.3,238.6,-12.7,2.6
2023-04-16T21:02:23.270Z,37.8708700,-122.3783583,14.300,268.7,243.8,-6.5,6.8
2023-04-16T21:02:23.774Z,37.8708683,-122.3784016,14.400,268.2,232.8,-5.0,0.2
2023-04-16T21:02:24.274Z,37.8708666,-122.3784433,14.500,266.9,241.4,-5.8,7.4
2023-04-16T21:02:24.774Z,37.8708633,-122.3784866,14.500,265.3,242.5,-10.4,5.2
2023-04-16T21:02:25.274Z,37.8708600,-122.3785316,14.600,264.4,237.1,-0.0,3.0
2023-04-16T21:02:25.776Z,37.8708566,-122.3785733,14.700,264.2,235.7,-22.1,1.2
2023-04-16T21:02:26.277Z,37.8708533,-122.3786166,14.700,263.8,234.1,-14.7,-2.2
2023-04-16T21:02:26.787Z,37.8708500,-122.3786583,14.500,265.1,243.2,-34.5,5.8
2023-04-16T21:02:27.290Z,37.8708483,-122.3787000,14.200,269.1,246.5,-35.5,9.4
2023-04-16T21:02:27.789Z,37.8708483,-122.3787433,14.300,272.0,241.1,-20.6,4.9
2023-04-16T21:02:28.291Z,37.8708500,-122.3787883,15.200,272.2,235.9,-11.6,1.9
2023-04-16T21:02:28.792Z,37.8708483,-122.3788333,15.200,269.2,242.0,-24.9,3.6
2023-04-16T21:02:29.292Z,37.8708466,-122.3788783,15.300,270.1,243.6,-38.3,3.3
2023-04-16T21:02:29.794Z,37.8708500,-122.3789233,15.100,275.4,252.7,-22.6,9.2
2023-04-16T21:02:30.298Z,37.8708533,-122.3789700,15.200,274.0,241.4,-14.1,-0.5
2023-04-16T21:02:30.796Z,37.8708533,-122.3790166,16.100,270.7,240.1,-25.8,8.6
2023-04-16T21:02:31.298Z,37.8708533,-122.3790666,16.500,270.2,244.9,-39.1,4.1
2023-04-16T21:02:31.799Z,37.8708533,-122.3791166,16.700,273.5,251.9,-20.7,10.0
2023-04-16T21:02:32.299Z,37.8708566,-122.3791666,16.900,275.0,249.0,-35.5,3.2
2023-04-16T21:02:32.803Z,37.8708616,-122.3792183,17.300,277.3,244.2,-20.6,0.8
2023-04-16T21:02:33.304Z,37.8708650,-122.3792700,17.500,275.9,247.5,-25.8,8.7
2023-04-16T21:02:33.803Z,37.8708683,-122.3793233,17.700,275.9,249.4,-37.6,6.8
2023-04-16T21:02:34.306Z,37.8708733,-122.3793750,18.100,278.7,248.5,-18.4,2.1
2023-04-16T21:02:34.808Z,37.8708800,-122.3794283,18.100,277.0,243.6,-25.2,1.1
2023-04-16T21:02:35.308Z,37.8708850,-122.3794816,18.400,277.2,240.5,-16.2,4.3
2023-04-16T21:02:35.812Z,37.8708883,-122.3795366,18.600,273.8,238.2,-22.7,-2.4
2023-04-16T21:02:36.312Z,37.8708900,-122.3795900,18.500,272.6,244.8,-12.5,3.3
2023-04-16T21:02:36.813Z,37.8708916,-122.3796450,18.700,271.8,234.5,-7.5,1.1
2023-04-16T21:02:37.312Z,37.8708900,-122.3797000,18.800,267.7,233.0,-14.9,1.4
2023-04-16T21:02:37.814Z,37.8708866,-122.3797516,18.500,264.1,241.8,-33.8,6.9
2023-04-16T21:02:38.316Z,37.8708833,-122.3798033,18.000,268.6,247.0,-31.8,4.7
2023-04-16T21:02:38.768Z,37.8708850,-122.3798566,17.800,271.8,245.5,-37.0,5.3
2023-04-16T21:02:39.270Z,37.8708866,-122.3799116,18.300,272.2,244.4,-31.9,5.7
2023-04-16T21:02:39.769Z,37.8708900,-122.3799666,18.500,273.7,244.2,-28.1,0.3
2023-04-16T21:02:40.270Z,37.8708916,-122.3800216,18.900,274.0,241.7,-26.9,0.2
2023-04-16T21:02:40.767Z,37.8708950,-122.3800800,19.200,272.8,241.1,-25.0,2.5
2023-04-16T21:02:41.269Z,37.8708966,-122.3801366,19.600,271.2,241.3,-29.3,2.1
2023-04-16T21:02:41.766Z,37.8708983,-122.3801933,19.600,272.7,245.8,-29.1,3.6
2023-04-16T21:02:42.268Z,37.8709000,-122.3802516,19.600,271.2,246.3,-33.7,4.3
2023-04-16T21:02:42.767Z,37.8709033,-122.3803100,19.800,274.0,248.0,-36.1,4.2
2023-04-16T21:02:43.267Z,37.8709083,-122.3803683,19.900,277.2,247.3,-19.9,2.4
2023-04-16T21:02:43.766Z,37.8709133,-122.3804283,20.400,275.2,241.4,-21.9,5.6
2023-04-16T21:02:44.267Z,37.8709166,-122.3804900,20.800,273.8,240.3,-29.2,4.8
2023-04-16T21:02:44.766Z,37.8709200,-122.3805516,20.800,272.0,242.5,-19.9,6.1
2023-04-16T21:02:45.269Z,37.8709200,-122.3806133,20.900,271.8,241.1,-22.0,-0.4
2023-04-16T21:02:45.766Z,37.8709216,-122.3806733,20.900,271.5,246.9,-38.6,1.9
2023-04-16T21:02:46.267Z,37.8709266,-122.3807333,20.700,276.9,247.4,-37.9,10.3
2023-04-16T21:02:46.765Z,37.8709316,-122.3807950,20.900,275.8,239.8,-22.3,-0.3
2023-04-16T21:02:47.268Z,37.8709333,-122.3808566,21.100,270.4,237.7,-39.9,-4.5
2023-04-16T21:02:47.766Z,37.8709350,-122.3809150,21.000,271.8,244.4,-39.9,0.2
2023-04-16T21:02:48.266Z,37.8709383,-122.3809716,20.100,275.3,253.6,-36.3,9.3
2023-04-16T21:02:48.768Z,37.8709433,-122.3810300,19.900,276.3,246.4,-26.5,5.3
2023-04-16T21:02:49.256Z,37.8709466,-122.3810900,20.300,273.8,233.7,-19.8,-0.5
2023-04-16T21:02:49.766Z,37.8709483,-122.3811483,20.300,271.0,240.2,-38.3,1.7
2023-04-16T21:02:50.267Z,37.8709500,-122.3812066,20.000,272.2,243.3,-33.2,0.2
2023-04-16T21:02:50.767Z,37.8709533,-122.3812633,19.600,275.1,246.8,-28.0,3.8
2023-04-16T21:02:51.268Z,37.8709583,-122.3813216,19.600,276.6,243.9,-29.4,0.0
2023-04-16T21:02:51.765Z,37.8709616,-122.3813800,19.900,273.9,238.1,-22.8,0.5
2023-04-16T21:02:52.255Z,37.8709633,-122.3814383,20.100,271.8,241.1,-26.6,2.0
2023-04-16T21:02:52.767Z,37.8709633,-122.3814966,20.100,270.7,238.7,-22.8,2.8
2023-04-16T21:02:53.267Z,37.8709633,-122.3815550,20.000,269.4,241.6,-25.8,1.5
2023-04-16T21:02:53.766Z,37.8709616,-122.3816133,20.000,270.0,242.0,-52.1,3.6
2023-04-16T21:02:54.265Z,37.8709650,-122.3816716,20.000,273.2,240.9,-22.7,-0.2
2023-04-16T21:02:54.765Z,37.8709650,-122.3817283,19.700,271.3,246.8,-34.9,1.3
2023-04-16T21:02:55.265Z,37.8709683,-122.3817866,19.500,273.3,242.9,-28.2,0.5
2023-04-16T21:02:55.765Z,37.8709716,-122.3818450,19.900,274.8,242.8,-31.5,-2.3
2023-04-16T21:02:56.269Z,37.8709733,-122.3819050,20.100,273.6,240.4,-28.8,0.4
2023-04-16T21:02:56.765Z,37.8709766,-122.3819633,20.200,271.9,239.8,-29.8,4.9
2023-04-16T21:02:57.266Z,37.8709783,-122.3820233,20.200,272.7,244.2,-22.0,3.8
2023-04-16T21:02:57.765Z,37.8709800,-122.3820816,20.100,272.9,237.4,-29.9,-2.9
2023-04-16T21:02:58.264Z,37.8709833,-122.3821400,20.100,273.9,241.3,-32.5,-3.3
2023-04-16T21:02:58.767Z,37.8709850,-122.3821966,19.800,272.5,242.2,-35.8,1.6
2023-04-16T21:02:59.268Z,37.8709866,-122.3822550,19.700,273.4,246.8,-42.6,1.5
2023-04-16T21:02:59.761Z,37.8709900,-122.3823116,19.700,276.2,248.8,-29.4,-1.6
2023-04-16T21:03:00.268Z,37.8709966,-122.3823700,19.700,276.5,242.6,-24.9,2.1
2023-04-16T21:03:00.769Z,37.8710000,-122.3824266,19.700,273.9,235.3,-22.4,-2.3
2023-04-16T21:03:01.269Z,37.8710016,-122.3824816,19.700,272.1,236.5,-36.2,-2.6
2023-04-16T21:03:01.769Z,37.8710033,-122.3825366,19.000,272.7,243.2,-35.4,2.4
2023-04-16T21:03:02.269Z,37.8710066,-122.3825933,18.900,272.3,243.2,-40.1,-0.3
2023-04-16T21:03:02.757Z,37.8710100,-122.3826483,19.100,274.2,244.5,-21.6,-4.5
2023-04-16T21:03:03.269Z,37.8710116,-122.3827050,19.100,272.0,241.8,-40.6,4.3
2023-04-16T21:03:03.774Z,37.8710133,-122.3827600,18.900,273.8,248.7,-44.4,6.8
2023-04-16T21:03:04.269Z,37.8710183,-122.3828166,18.900,275.6,246.2,-24.2,3.7
2023-04-16T21:03:04.767Z,37.8710216,-122.3828733,19.300,276.4,248.6,-37.5,7.7
2023-04-16T21:03:05.269Z,37.8710266,-122.3829300,19.400,277.7,247.0,-32.2,4.8
2023-04-16T21:03:05.758Z,37.8710333,-122.3829850,19.400,276.5,242.7,-34.8,-0.8
2023-04-16T21:03:06.269Z,37.8710383,-122.3830400,19.300,276.5,249.8,-38.1,3.7
2023-04-16T21:03:06.768Z,37.8710450,-122.3830966,19.400,280.3,247.7,-18.8,2.8
2023-04-16T21:03:07.269Z,37.8710500,-122.3831550,19.800,275.4,238.7,-30.2,-2.8
2023-04-16T21:03:07.769Z,37.8710533,-122.3832116,19.900,273.0,242.1,-30.6,4.7
2023-04-16T21:03:08.269Z,37.8710550,-122.3832700,19.900,272.7,237.4,-34.4,2.5
2023-04-16T21:03:08.767Z,37.8710566,-122.3833283,19.800,272.9,244.1,-32.5,-1.3
2023-04-16T21:03:09.271Z,37.8710616,-122.3833833,19.600,276.3,256.7,-49.6,11.1
2023-04-16T21:03:09.770Z,37.8710700,-122.3834400,19.200,280.9,247.6,-18.0,3.7
2023-04-16T21:03:10.268Z,37.8710766,-122.3834966,19.500,279.6,237.6,-24.4,-0.3
2023-04-16T21:03:10.768Z,37.8710816,-122.3835516,19.500,276.3,243.8,-41.5,3.5
2023-04-16T21:03:11.270Z,37.8710883,-122.3836050,19.100,277.7,241.9,-21.5,2.6
2023-04-16T21:03:11.768Z,37.8710933,-122.3836616,19.100,275.5,244.3,-46.0,-2.3
2023-04-16T21:03:12.266Z,37.8710983,-122.3837150,19.000,278.1,245.8,-23.8,3.1
2023-04-16T21:03:12.766Z,37.8711050,-122.3837700,19.000,275.6,247.0,-44.2,1.1
2023-04-16T21:03:13.267Z,37.8711100,-122.3838250,19.000,276.7,246.0,-27.7,-1.4
2023-04-16T21:03:13.772Z,37.8711166,-122.3838800,19.100,277.1,242.0,-22.1,0.8
2023-04-16T21:03:14.269Z,37.8711200,-122.3839366,19.200,274.8,243.9,-29.9,2.3
2023-04-16T21:03:14.771Z,37.8711233,-122.3839916,19.100,274.1,246.1,-33.1,3.0
2023-04-16T21:03:15.268Z,37.8711266,-122.3840466,19.100,274.4,246.6,-35.9,5.9
2023-04-16T21:03:15.769Z,37.8711316,-122.3841033,19.300,275.5,243.5,-38.4,-1.1
2023-04-16T21:03:16.270Z,37.8711366,-122.3841583,19.200,277.7,247.6,-23.7,5.8
2023-04-16T21:03:16.768Z,37.8711433,-122.3842133,19.400,276.0,246.5,-30.8,3.2
2023-04-16T21:03:17.273Z,37.8711500,-122.3842700,19.400,278.9,251.4,-30.8,2.7
2023-04-16T21:03:17.768Z,37.8711583,-122.3843266,19.500,280.3,246.4,-17.5,2.1
2023-04-16T21:03:18.268Z,37.8711650,-122.3843850,20.000,278.8,247.6,-26.3,4.6
2023-04-16T21:03:18.768Z,37.8711716,-122.3844433,20.200,277.3,238.8,-12.5,-1.5
2023-04-16T21:03:19.268Z,37.8711750,-122.3845016,20.200,274.3,236.3,-17.3,1.2
2023-04-16T21:03:19.766Z,37.8711766,-122.3845616,20.200,272.1,241.8,-36.9,2.9
2023-04-16T21:03:20.268Z,37.8711783,-122.3846200,20.100,271.8,244.4,-32.1,3.6
2023-04-16T21:03:20.768Z,37.8711783,-122.3846783,20.000,271.2,239.5,-31.8,-2.1
2023-04-16T21:03:21.268Z,37.8711800,-122.3847366,20.000,271.1,244.3,-37.2,0.9
2023-04-16T21:03:21.767Z,37.8711816,-122.3847950,20.000,272.0,242.8,-37.0,-2.3
2023-04-16T21:03:22.267Z,37.8711833,-122.3848533,20.100,272.6,244.6,-33.1,-0.2
2023-04-16T21:03:22.768Z,37.8711866,-122.3849116,20.100,274.8,246.9,-26.9,3.5
2023-04-16T21:03:23.271Z,37.8711916,-122.3849716,20.200,274.0,241.5,-20.5,3.1
2023-04-16T21:03:23.768Z,37.8711933,-122.3850316,20.500,272.6,240.7,-23.7,-0.4
2023-04-16T21:03:24.258Z,37.8711950,-122.3850916,20.400,271.9,243.2,-26.0,3.1
2023-04-16T21:03:24.768Z,37.8711966,-122.3851516,20.400,272.6,241.1,-21.3,0.7
2023-04-16T21:03:25.267Z,37.8711983,-122.3852116,20.600,270.1,241.6,-34.4,0.3
2023-04-16T21:03:25.768Z,37.8712000,-122.3852716,20.700,273.3,243.4,-25.4,-1.4
2023-04-16T21:03:26.270Z,37.8712033,-122.3853316,20.700,274.5,247.0,-37.7,4.7
2023-04-16T21:03:26.767Z,37.8712066,-122.3853933,20.900,273.6,239.5,-20.4,1.8
2023-04-16T21:03:27.258Z,37.8712100,-122.3854550,21.000,271.7,242.2,-29.1,8.0
2023-04-16T21:03:27.767Z,37.8712116,-122.3855150,21.200,272.7,231.2,-1.0,1.4
2023-04-16T21:03:28.279Z,37.8712100,-122.3855766,21.000,265.8,233.5,-35.2,-2.8
2023-04-16T21:03:28.769Z,37.8712066,-122.3856350,20.600,266.7,245.7,-28.8,2.6
2023-04-16T21:03:29.269Z,37.8712066,-122.3856916,19.800,271.6,248.9,-36.9,2.0
2023-04-16T21:03:29.765Z,37.8712100,-122.3857516,19.800,275.7,252.6,-22.9,-0.7
2023-04-16T21:03:30.197Z,37.8712150,-122.3857983,20.200,278.7,249.2,-23.6,3.8
2023-04-16T21:03:30.767Z,37.8712233,-122.3858716,20.700,277.5,233.4,-13.6,4.1
2023-04-16T21:03:31.270Z,37.8712266,-122.3859333,20.900,272.8,229.0,-15.1,-0.7
2023-04-16T21:03:31.768Z,37.8712250,-122.3859916,20.600,268.2,244.1,-22.0,7.1
2023-04-16T21:03:32.272Z,37.8712233,-122.3860516,20.300,268.1,244.5,-37.6,2.8
2023-04-16T21:03:32.702Z,37.8712233,-122.3860983,20.200,271.3,242.1,-22.7,1.8
2023-04-16T21:03:33.204Z,37.8712233,-122.3861566,20.300,271.0,242.1,-23.5,1.3
2023-04-16T21:03:33.706Z,37.8712250,-122.3862166,20.400,272.0,244.9,-29.3,0.6
2023-04-16T21:03:34.208Z,37.8712283,-122.3862750,20.500,274.5,244.3,-24.2,2.8
2023-04-16T21:03:34.709Z,37.8712316,-122.3863366,20.500,273.0,243.8,-20.9,2.3
2023-04-16T21:03:35.209Z,37.8712350,-122.3863966,20.900,272.3,242.8,-47.5,1.4
2023-04-16T21:03:35.714Z,37.8712383,-122.3864583,20.900,274.3,245.2,-12.9,1.4
2023-04-16T21:03:36.212Z,37.8712400,-122.3865216,21.300,272.0,239.9,-23.1,1.4
2023-04-16T21:03:36.703Z,37.8712400,-122.3865850,21.700,269.4,236.0,-25.1,-0.8
2023-04-16T21:03:37.212Z,37.8712400,-122.3866466,21.400,270.2,240.0,-15.3,2.2
2023-04-16T21:03:37.705Z,37.8712383,-122.3867100,21.300,269.6,237.7,-2.6,2.2
2023-04-16T21:03:38.206Z,37.8712350,-122.3867733,21.400,265.3,232.2,-3.0,2.6
2023-04-16T21:03:38.770Z,37.8712266,-122.3868433,20.900,259.6,230.6,-25.1,-2.5
2023-04-16T21:03:39.270Z,37.8712200,-122.3869000,20.200,260.4,238.7,-49.0,2.9
2023-04-16T21:03:39.768Z,37.8712150,-122.3869566,19.500,266.2,241.2,-34.0,-8.6
2023-04-16T21:03:40.270Z,37.8712133,-122.3870133,19.300,269.1,249.2,-27.2,5.0
2023-04-16T21:03:40.758Z,37.8712133,-122.3870716,19.300,269.3,238.1,-23.5,-0.7
2023-04-16T21:03:41.272Z,37.8712116,-122.3871283,19.800,267.4,234.4,-24.0,3.4
2023-04-16T21:03:41.768Z,37.8712083,-122.3871850,19.600,265.5,241.6,-28.6,7.2
2023-04-16T21:03:42.269Z,37.8712033,-122.3872433,19.600,264.1,240.8,-54.5,-4.6
2023-04-16T21:03:42.770Z,37.8712016,-122.3872983,19.500,269.4,248.5,-24.7,4.6
2023-04-16T21:03:43.269Z,37.8712033,-122.3873566,19.500,272.1,245.6,-42.2,-3.0
2023-04-16T21:03:43.767Z,37.8712050,-122.3874133,19.600,272.7,240.6,-16.7,2.8
2023-04-16T21:03:44.270Z,37.8712050,-122.3874700,19.600,271.7,242.9,-36.1,-2.7
2023-04-16T21:03:44.767Z,37.8712083,-122.3875250,19.400,275.2,238.9,-18.4,1.6
2023-04-16T21:03:45.270Z,37.8712100,-122.3875833,19.300,270.4,240.6,-38.4,3.7
2023-04-16T21:03:45.768Z,37.8712116,-122.3876383,19.300,274.7,244.9,-34.6,-2.6
2023-04-16T21:03:46.269Z,37.8712166,-122.3876950,19.200,276.1,239.8,-10.8,-1.9
2023-04-16T21:03:46.768Z,37.8712183,-122.3877516,19.300,271.4,236.4,-19.1,-1.7
2023-04-16T21:03:47.272Z,37.8712166,-122.3878066,19.200,270.1,246.6,-24.2,4.5
2023-04-16T21:03:47.767Z,37.8712166,-122.3878616,18.800,271.5,239.0,-16.4,1.4
2023-04-16T21:03:48.267Z,37.8712166,-122.3879166,18.900,269.0,243.9,-25.0,5.9
2023-04-16T21:03:48.765Z,37.8712150,-122.3879716,18.700,267.9,241.1,-32.9,-3.0
2023-04-16T21:03:49.266Z,37.8712150,-122.3880250,18.400,269.6,239.1,-22.3,-0.3
2023-04-16T21:03:49.765Z,37.8712133,-122.3880766,18.200,269.6,232.6,-0.7,5.2
2023-04-16T21:03:50.269Z,37.8712116,-122.3881300,18.200,265.1,227.3,-6.8,-1.7
2023-04-16T21:03:50.766Z,37.8712050,-122.3881800,18.000,261.6,219.5,6.4,-1.8
2023-04-16T21:03:51.267Z,37.8711966,-122.3882250,17.100,258.0,200.4,18.8,0.8
2023-04-16T21:03:51.764Z,37.8711850,-122.3882666,15.700,250.6,191.6,43.1,10.4
2023-04-16T21:03:52.265Z,37.8711716,-122.3883033,15.000,241.7,169.5,40.4,15.8
2023-04-16T21:03:52.768Z,37.8711550,-122.3883316,12.200,229.9,172.3,31.3,8.7
2023-04-16T21:03:53.269Z,37.8711350,-122.3883466,10.100,210.4,189.6,35.4,1.8
2023-04-16T21:03:53.765Z,37.8711133,-122.3883566,9.900,201.0,178.5,47.1,1.3
2023-04-16T21:03:54.267Z,37.8710933,-122.3883616,9.400,190.8,178.4,25.7,3.1
2023-04-16T21:03:54.766Z,37.8710750,-122.3883633,8.500,182.2,190.7,15.1,8.4
2023-04-16T21:03:55.268Z,37.8710566,-122.3883633,7.500,180.1,189.8,17.1,2.8
2023-04-16T21:03:55.767Z,37.8710383,-122.3883616,7.400,176.0,189.4,13.4,4.0
2023-04-16T21:03:56.261Z,37.8710216,-122.3883583,7.300,179.5,183.2,11.1,4.0
2023-04-16T21:03:56.767Z,37.8710050,-122.3883550,7.200,174.8,177.6,22.9,8.4
2023-04-16T21:03:57.267Z,37.8709866,-122.3883500,7.400,166.8,172.8,17.3,6.7
2023-04-16T21:03:57.768Z,37.8709700,-122.3883416,7.500,159.9,181.4,1.9,8.6
2023-04-16T21:03:58.267Z,37.8709500,-122.3883333,7.900,161.9,187.0,4.3,3.9
2023-04-16T21:03:58.768Z,37.8709283,-122.3883266,8.900,168.8,177.3,18.1,5.3
2023-04-16T21:03:59.268Z,37.8709066,-122.3883183,9.100,163.0,186.4,9.7,6.2
2023-04-16T21:03:59.769Z,37.8708833,-122.3883100,9.800,163.8,190.9,11.4,8.3
2023-04-16T21:04:00.270Z,37.8708600,-122.3883000,10.000,165.3,187.1,18.2,13.4
2023-04-16T21:04:00.772Z,37.8708333,-122.3882916,10.500,167.5,203.7,11.8,8.6
2023-04-16T21:04:01.277Z,37.8708066,-122.3882866,11.300,173.3,189.6,24.5,11.7
2023-04-16T21:04:01.778Z,37.8707783,-122.3882833,11.400,179.8,201.0,15.2,4.4
2023-04-16T21:04:02.276Z,37.8707500,-122.3882850,11.700,183.6,197.7,18.7,5.2
2023-04-16T21:04:02.779Z,37.8707200,-122.3882866,12.200,184.2,195.1,25.2,-1.9
2023-04-16T21:04:03.280Z,37.8706916,-122.3882883,12.400,185.2,195.3,13.7,8.4
2023-04-16T21:04:03.782Z,37.8706616,-122.3882916,12.500,187.6,193.0,27.9,6.7
2023-04-16T21:04:04.286Z,37.8706316,-122.3882950,12.800,185.8,197.3,24.4,6.0
2023-04-16T21:04:04.787Z,37.8706000,-122.3883000,13.000,189.5,198.1,21.9,1.4
2023-04-16T21:04:05.286Z,37.8705700,-122.3883050,13.100,187.8,196.9,24.2,6.2
2023-04-16T21:04:05.787Z,37.8705383,-122.3883100,13.100,188.5,205.1,15.2,3.2
2023-04-16T21:04:06.287Z,37.8705083,-122.3883183,13.200,193.7,190.4,33.7,6.3
2023-04-16T21:04:06.789Z,37.8704783,-122.3883250,13.300,192.1,188.0,37.3,5.3
2023-04-16T21:04:07.291Z,37.8704466,-122.3883283,13.300,185.0,180.2,30.3,7.3
2023-04-16T21:04:07.791Z,37.8704150,-122.3883283,13.200,181.8,193.7,20.2,5.8
2023-04-16T21:04:08.294Z,37.8703816,-122.3883300,13.900,182.5,203.7,4.7,-2.8
2023-04-16T21:04:08.794Z,37.8703500,-122.3883316,13.900,185.0,206.9,4.4,3.0
2023-04-16T21:04:09.290Z,37.8703183,-122.3883366,13.800,190.8,203.2,9.8,4.3
2023-04-16T21:04:09.789Z,37.8702866,-122.3883450,13.800,192.7,211.6,-4.1,3.4
2023-04-16T21:04:10.282Z,37.8702566,-122.3883550,13.800,198.2,203.8,11.9,2.1
2023-04-16T21:04:10.791Z,37.8702283,-122.3883683,13.400,199.9,194.2,18.3,6.2
2023-04-16T21:04:11.300Z,37.8702000,-122.3883766,12.800,196.5,186.3,27.7,6.0
2023-04-16T21:04:11.801Z,37.8701716,-122.3883850,12.600,191.4,201.6,10.5,6.3
2023-04-16T21:04:12.302Z,37.8701416,-122.3883916,12.400,191.8,198.4,9.4,7.2
2023-04-16T21:04:12.798Z,37.8701133,-122.3883983,12.400,190.5,205.8,0.7,4.5
2023-04-16T21:04:13.297Z,37.8700850,-122.3884066,12.400,191.8,211.1,-7.7,4.8
2023-04-16T21:04:13.798Z,37.8700583,-122.3884150,12.300,196.6,205.4,3.8,7.4
2023-04-16T21:04:14.298Z,37.8700350,-122.3884250,11.800,200.4,196.0,15.9,7.0
2023-04-16T21:04:14.807Z,37.8700150,-122.3884316,8.600,196.3,179.5,21.8,-0.3
2023-04-16T21:04:15.307Z,37.8699966,-122.3884350,8.400,186.1,186.1,10.1,0.5
2023-04-16T21:04:15.803Z,37.8699816,-122.3884350,7.500,181.3,190.2,9.6,0.0
2023-04-16T21:04:16.266Z,37.8699650,-122.3884350,7.100,179.4,205.7,-6.7,5.2
2023-04-16T21:04:16.766Z,37.8699483,-122.3884366,7.200,187.2,197.7,3.4,2.7
2023-04-16T21:04:17.268Z,37.8699316,-122.3884400,7.200,188.4,201.4,-4.3,4.3
2023-04-16T21:04:17.766Z,37.8699166,-122.3884416,6.900,189.5,204.5,-6.9,2.8
