date,lat (deg),lon (deg),speed (kn),heading (deg),hdg_true,bank (deg),pitch angle (deg)
2023-04-16T20:31:00.435Z,37.9090133,-122.3825083,2.800,235.4,184.4,30.5,2.9
2023-04-16T20:31:01.136Z,37.9089950,-122.3824616,1.500,203.3,192.1,29.4,4.0
2023-04-16T20:31:01.641Z,37.9089866,-122.3824566,1.900,203.3,197.9,31.5,4.5
2023-04-16T20:31:01.143Z,37.9089800,-122.3824433,2.000,217.7,202.0,36.5,1.6
2023-04-16T20:31:01.641Z,37.9089750,-122.3824516,1.800,220.9,206.2,33.5,2.6
2023-04-16T20:31:03.141Z,37.9089700,-122.3824500,0.700,201.8,211.6,32.7,6.8
2023-04-16T20:31:03.638Z,37.9089600,-122.3824416,0.500,240.5,215.6,42.6,5.9
2023-04-16T20:31:04.142Z,37.9089633,-122.3824483,0.700,237.2,216.6,36.9,5.3
2023-04-16T20:31:04.642Z,37.9089616,-122.3824483,0.700,187.5,216.4,36.6,5.5
2023-04-16T20:31:05.145Z,37.9089616,-122.3824566,0.400,246.8,220.1,29.8,5.6
2023-04-16T20:31:05.642Z,37.9089616,-122.3824633,0.600,224.2,221.6,22.5,5.7
2023-04-16T20:31:06.138Z,37.9089616,-122.3824716,0.700,241.7,222.1,22.3,3.9
2023-04-16T20:31:06.639Z,37.9089633,-122.3824800,0.600,258.6,225.0,21.1,8.9
2023-04-16T20:31:07.141Z,37.9089650,-122.3824866,0.800,249.8,222.6,18.4,4.9
2023-04-16T20:31:07.639Z,37.9089650,-122.3824933,1.200,258.5,226.0,0.4,4.2
2023-04-16T20:31:08.146Z,37.9089633,-122.3825000,1.900,251.8,225.6,-4.7,10.2
2023-04-16T20:31:08.642Z,37.9089633,-122.3825066,2.100,246.8,223.7,-3.0,5.2
2023-04-16T20:31:09.144Z,37.9089600,-122.3825116,2.200,245.8,223.8,-0.9,4.1
2023-04-16T20:31:09.641Z,37.9089583,-122.3825166,2.200,243.5,224.0,-2.8,7.5
2023-04-16T20:31:10.144Z,37.9089550,-122.3825200,2.000,228.9,225.6,-5.3,6.4
2023-04-16T20:31:10.643Z,37.9089516,-122.3825250,2.100,235.9,225.0,-1.0,4.7
2023-04-16T20:31:11.146Z,37.9089483,-122.3825316,2.500,234.0,223.5,7.0,5.5
2023-04-16T20:31:11.642Z,37.9089433,-122.3825383,2.600,243.6,223.5,10.2,2.7
2023-04-16T20:31:12.143Z,37.9089400,-122.3825500,2.800,247.4,223.0,18.2,6.5
2023-04-16T20:31:12.644Z,37.9089366,-122.3825600,3.400,250.4,223.9,19.0,7.8
2023-04-16T20:31:13.144Z,37.9089333,-122.3825716,3.800,252.2,220.2,17.5,2.1
2023-04-16T20:31:13.644Z,37.9089300,-122.3825816,4.000,255.9,222.8,19.5,4.9
2023-04-16T20:31:14.148Z,37.9089266,-122.3825916,4.200,258.6,221.8,17.5,6.2
2023-04-16T20:31:14.647Z,37.9089233,-122.3826066,4.200,239.1,219.9,15.6,4.6
2023-04-16T20:31:15.146Z,37.9089200,-122.3826200,4.100,226.9,218.8,16.4,4.2
2023-04-16T20:31:15.647Z,37.9089116,-122.3826300,4.200,221.4,217.9,16.0,4.1
2023-04-16T20:31:16.146Z,37.9089050,-122.3826400,4.300,227.2,216.6,15.8,4.3
2023-04-16T20:31:16.645Z,37.9088983,-122.3826500,4.300,222.0,215.7,12.9,4.1
2023-04-16T20:31:17.151Z,37.9088916,-122.3826600,4.300,219.9,218.9,10.1,5.6
2023-04-16T20:31:17.646Z,37.9088850,-122.3826700,4.300,226.7,219.2,6.7,4.2
2023-04-16T20:31:18.146Z,37.9088800,-122.3826800,4.300,237.8,220.9,5.3,2.4
2023-04-16T20:31:18.645Z,37.9088733,-122.3826900,4.200,238.5,217.5,9.3,4.4
2023-04-16T20:31:19.145Z,37.9088666,-122.3826983,4.000,226.5,217.4,8.5,4.7
2023-04-16T20:31:19.645Z,37.9088600,-122.3827050,3.900,214.1,219.3,1.9,0.5
2023-04-16T20:31:20.149Z,37.9088533,-122.3827133,3.700,225.6,221.3,3.0,6.0
2023-04-16T20:31:20.635Z,37.9088483,-122.3827216,3.700,230.6,221.5,1.9,1.6
2023-04-16T20:31:21.146Z,37.9088433,-122.3827300,3.500,226.0,220.1,8.7,2.4
2023-04-16T20:31:21.646Z,37.9088383,-122.3827383,3.500,241.6,219.3,12.2,1.9
2023-04-16T20:31:22.146Z,37.9088333,-122.3827450,3.400,230.5,219.3,15.3,3.8
2023-04-16T20:31:22.646Z,37.9088283,-122.3827533,3.200,228.0,217.7,21.7,3.7
2023-04-16T20:31:23.148Z,37.9088233,-122.3827583,3.200,231.0,213.8,24.2,3.8
2023-04-16T20:31:23.645Z,37.9088183,-122.3827650,3.100,225.8,212.0,23.9,3.7
2023-04-16T20:31:24.146Z,37.9088133,-122.3827683,2.900,216.0,210.1,21.0,1.8
2023-04-16T20:31:24.635Z,37.9088066,-122.3827733,2.800,206.3,209.7,17.0,5.0
2023-04-16T20:31:25.146Z,37.9088000,-122.3827766,3.000,198.3,207.5,12.9,7.0
2023-04-16T20:31:25.646Z,37.9087933,-122.3827800,3.200,201.5,206.2,5.5,5.7
2023-04-16T20:31:26.149Z,37.9087866,-122.3827850,3.300,199.8,200.5,-4.8,1.3
2023-04-16T20:31:26.646Z,37.9087800,-122.3827866,3.400,190.0,198.6,-20.4,-1.3
2023-04-16T20:31:27.146Z,37.9087716,-122.3827866,3.200,183.1,194.2,-23.3,-0.7
2023-04-16T20:31:27.646Z,37.9087650,-122.3827866,3.100,183.1,192.0,-32.5,-1.3
2023-04-16T20:31:28.146Z,37.9087600,-122.3827900,3.000,200.1,186.0,-22.8,4.3
2023-04-16T20:31:28.637Z,37.9087583,-122.3827916,1.800,220.1,185.0,-24.0,5.4
2023-04-16T20:31:29.148Z,37.9087566,-122.3827950,1.600,232.3,181.7,-23.8,2.8
2023-04-16T20:31:29.646Z,37.9087550,-122.3828000,1.300,242.1,178.7,-26.8,5.0
2023-04-16T20:31:30.146Z,37.9087533,-122.3828016,1.100,252.3,179.4,-30.8,3.1
2023-04-16T20:31:30.644Z,37.9087533,-122.3828050,1.000,256.4,174.6,-24.0,3.8
2023-04-16T20:31:31.151Z,37.9087516,-122.3828066,0.600,219.7,173.9,-25.1,3.1
2023-04-16T20:31:31.647Z,37.9087516,-122.3828083,0.700,226.3,171.3,-28.7,4.6
2023-04-16T20:31:32.153Z,37.9087500,-122.3828100,0.800,273.3,171.1,-26.2,6.8
2023-04-16T20:31:32.648Z,37.9087500,-122.3828133,0.700,243.6,171.2,-17.3,2.9
2023-04-16T20:31:33.148Z,37.9087500,-122.3828150,0.900,245.4,174.2,-9.2,10.3
2023-04-16T20:31:33.648Z,37.9087500,-122.3828183,1.100,286.2,172.1,-10.6,5.8
2023-04-16T20:31:34.149Z,37.9087500,-122.3828200,0.800,274.5,168.3,-7.0,4.0
2023-04-16T20:31:34.649Z,37.9087500,-122.3828216,0.400,257.2,170.9,-11.0,7.4
2023-04-16T20:31:35.151Z,37.9087500,-122.3828200,0.500,102.6,166.0,-8.7,5.0
2023-04-16T20:31:35.649Z,37.9087483,-122.3828183,0.800,144.9,164.3,-10.4,4.9
2023-04-16T20:31:36.148Z,37.9087483,-122.3828166,0.900,100.9,161.7,-19.3,3.2
2023-04-16T20:31:36.647Z,37.9087483,-122.3828133,0.900,66.8,164.6,-25.2,6.6
2023-04-16T20:31:37.148Z,37.9087483,-122.3828100,1.100,85.7,166.8,-19.4,3.1
2023-04-16T20:31:37.648Z,37.9087466,-122.3828083,1.200,151.4,167.1,-14.5,4.0
2023-04-16T20:31:38.152Z,37.9087450,-122.3828066,0.700,155.0,163.4,-3.7,3.6
2023-04-16T20:31:38.649Z,37.9087433,-122.3828050,0.500,162.5,170.5,-8.7,6.7
2023-04-16T20:31:39.149Z,37.9087416,-122.3828033,0.700,131.3,170.0,-9.4,4.3
2023-04-16T20:31:39.649Z,37.9087383,-122.3828000,1.200,160.3,172.5,-10.3,4.3
2023-04-16T20:31:40.155Z,37.9087350,-122.3827983,1.900,144.4,169.9,-3.8,4.1
2023-04-16T20:31:40.656Z,37.9087300,-122.3827950,2.000,147.9,172.7,-7.6,6.3
2023-04-16T20:31:41.158Z,37.9087266,-122.3827900,2.300,148.0,173.3,-9.6,4.0
2023-04-16T20:31:41.656Z,37.9087216,-122.3827850,2.300,139.6,172.6,-11.3,8.1
2023-04-16T20:31:42.157Z,37.9087183,-122.3827800,2.300,144.7,172.8,-9.0,3.9
2023-04-16T20:31:42.657Z,37.9087133,-122.3827750,2.300,142.9,173.0,-7.5,3.8
2023-04-16T20:31:43.155Z,37.9087083,-122.3827700,2.700,142.9,173.9,-6.4,3.8
2023-04-16T20:31:43.656Z,37.9087033,-122.3827633,2.800,145.1,171.8,-3.3,4.4
2023-04-16T20:31:44.160Z,37.9086983,-122.3827583,3.000,141.7,172.7,-5.6,5.1
2023-04-16T20:31:44.656Z,37.9086916,-122.3827516,3.000,141.5,173.8,-4.5,2.4
2023-04-16T20:31:45.156Z,37.9086866,-122.3827450,3.100,144.3,173.6,-0.7,5.1
2023-04-16T20:31:45.656Z,37.9086800,-122.3827383,3.200,140.6,166.9,7.0,0.2
2023-04-16T20:31:46.156Z,37.9086733,-122.3827300,3.400,139.1,171.1,-0.3,3.6
2023-04-16T20:31:46.656Z,37.9086666,-122.3827216,3.500,137.7,175.0,-4.8,3.1
2023-04-16T20:31:47.148Z,37.9086616,-122.3827133,3.400,136.1,175.3,-4.0,3.2
2023-04-16T20:31:47.658Z,37.9086566,-122.3827083,3.500,140.6,174.7,-3.6,2.8
2023-04-16T20:31:48.158Z,37.9086516,-122.3827016,3.600,137.4,174.8,-1.5,3.4
2023-04-16T20:31:48.658Z,37.9086466,-122.3826966,3.600,145.7,174.2,1.4,3.5
2023-04-16T20:31:49.158Z,37.9086400,-122.3826900,3.600,140.8,174.7,1.5,2.4
2023-04-16T20:31:49.658Z,37.9086333,-122.3826833,3.600,144.0,175.4,-1.0,3.1
2023-04-16T20:31:50.150Z,37.9086266,-122.3826783,3.600,148.9,177.7,-1.5,4.1
2023-04-16T20:31:50.659Z,37.9086216,-122.3826716,3.800,145.5,174.3,1.3,3.0
2023-04-16T20:31:51.158Z,37.9086150,-122.3826666,3.900,145.3,175.2,-3.1,2.9
2023-04-16T20:31:51.658Z,37.9086100,-122.3826600,3.700,143.3,177.2,-3.9,2.4
2023-04-16T20:31:52.162Z,37.9086033,-122.3826550,3.500,143.4,177.1,-2.3,2.3
2023-04-16T20:31:52.662Z,37.9085966,-122.3826483,3.700,144.1,176.0,0.3,2.7
2023-04-16T20:31:53.153Z,37.9085916,-122.3826416,3.700,146.3,175.1,1.9,2.2
2023-04-16T20:31:53.661Z,37.9085850,-122.3826383,3.400,155.5,174.7,0.7,3.2
2023-04-16T20:31:54.161Z,37.9085783,-122.3826300,3.300,143.6,175.3,0.1,3.6
2023-04-16T20:31:54.661Z,37.9085733,-122.3826233,3.300,142.2,176.7,-1.5,2.3
2023-04-16T20:31:55.161Z,37.9085700,-122.3826200,3.300,142.4,177.1,0.5,2.7
2023-04-16T20:31:55.662Z,37.9085633,-122.3826150,3.300,151.9,173.9,1.8,2.5
2023-04-16T20:31:56.164Z,37.9085583,-122.3826083,3.300,144.9,174.4,-0.6,2.7
2023-04-16T20:31:56.658Z,37.9085533,-122.3826033,3.200,148.3,175.3,-2.3,3.3
2023-04-16T20:31:57.156Z,37.9085483,-122.3826000,3.200,142.9,178.0,-5.7,2.7
2023-04-16T20:31:57.657Z,37.9085416,-122.3825933,3.500,142.2,176.5,-4.1,2.9
2023-04-16T20:31:58.157Z,37.9085366,-122.3825883,3.500,146.9,178.0,-3.9,3.1
2023-04-16T20:31:58.657Z,37.9085300,-122.3825833,3.500,153.1,176.3,-2.1,2.4
2023-04-16T20:31:59.159Z,37.9085233,-122.3825783,3.400,152.0,177.3,-2.5,2.2
2023-04-16T20:31:59.658Z,37.9085166,-122.3825750,3.500,150.7,177.5,-4.6,3.5
2023-04-16T20:32:00.156Z,37.9085116,-122.3825700,3.400,145.2,180.2,-7.8,3.1
2023-04-16T20:32:00.659Z,37.9085050,-122.3825650,3.500,145.9,179.5,-4.3,2.3
2023-04-16T20:32:01.161Z,37.9084983,-122.3825616,3.400,155.4,177.3,-0.3,3.1
2023-04-16T20:32:01.658Z,37.9084916,-122.3825566,3.300,158.1,178.5,-1.4,1.4
2023-04-16T20:32:02.161Z,37.9084850,-122.3825550,3.400,147.8,178.6,-3.2,2.4
2023-04-16T20:32:02.660Z,37.9084800,-122.3825500,3.400,148.3,178.9,-5.3,2.9
2023-04-16T20:32:03.159Z,37.9084733,-122.3825450,3.400,154.0,181.1,-10.0,2.3
2023-04-16T20:32:03.658Z,37.9084666,-122.3825416,3.400,156.7,177.7,-8.2,4.0
2023-04-16T20:32:04.158Z,37.9084600,-122.3825383,3.500,155.4,181.6,-13.6,2.4
2023-04-16T20:32:04.659Z,37.9084533,-122.3825333,3.600,154.9,179.8,-12.2,4.5
2023-04-16T20:32:05.160Z,37.9084466,-122.3825300,3.600,157.2,182.1,-10.2,3.8
2023-04-16T20:32:05.661Z,37.9084400,-122.3825266,3.600,161.8,182.5,-7.2,4.1
2023-04-16T20:32:06.152Z,37.9084333,-122.3825233,3.600,161.6,181.2,-5.8,3.9
2023-04-16T20:32:06.656Z,37.9084233,-122.3825166,3.900,154.4,182.2,-6.5,2.9
2023-04-16T20:32:07.156Z,37.9084166,-122.3825116,3.500,153.5,184.6,-8.9,3.1
2023-04-16T20:32:07.656Z,37.9084100,-122.3825083,3.400,169.5,184.1,-4.1,3.1
2023-04-16T20:32:08.149Z,37.9084050,-122.3825066,3.000,170.2,183.2,-1.1,2.6
2023-04-16T20:32:08.657Z,37.9083983,-122.3825050,2.900,164.5,181.0,3.6,2.0
2023-04-16T20:32:09.157Z,37.9083933,-122.3825033,3.000,172.1,184.0,-3.6,2.9
2023-04-16T20:32:09.662Z,37.9083866,-122.3825016,3.200,171.9,183.8,-2.4,2.1
2023-04-16T20:32:10.161Z,37.9083800,-122.3824983,3.200,164.4,183.6,-0.2,3.1
2023-04-16T20:32:10.662Z,37.9083733,-122.3824950,3.400,162.7,184.0,0.3,3.1
2023-04-16T20:32:11.168Z,37.9083650,-122.3824900,3.700,160.8,185.6,1.0,2.3
2023-04-16T20:32:11.666Z,37.9083583,-122.3824866,3.800,162.1,181.2,7.8,0.2
2023-04-16T20:32:12.161Z,37.9083516,-122.3824833,3.800,159.1,185.1,1.7,2.0
2023-04-16T20:32:12.660Z,37.9083433,-122.3824783,3.400,161.7,183.9,2.8,2.5
2023-04-16T20:32:13.160Z,37.9083383,-122.3824750,3.500,158.1,183.9,3.5,2.0
2023-04-16T20:32:13.660Z,37.9083300,-122.3824700,3.500,159.0,183.1,3.0,2.7
2023-04-16T20:32:14.164Z,37.9083233,-122.3824650,3.600,160.2,183.6,1.2,2.4
2023-04-16T20:32:14.664Z,37.9083183,-122.3824583,3.600,156.0,184.2,1.5,2.6
2023-04-16T20:32:15.163Z,37.9083116,-122.3824550,3.400,160.0,181.1,3.5,1.7
2023-04-16T20:32:15.662Z,37.9083050,-122.3824500,3.500,160.2,183.9,0.3,1.9
2023-04-16T20:32:16.163Z,37.9082983,-122.3824450,3.600,160.2,185.3,0.9,2.3
2023-04-16T20:32:16.663Z,37.9082916,-122.3824400,3.500,159.7,182.4,4.2,2.4
2023-04-16T20:32:17.165Z,37.9082850,-122.3824350,3.500,158.2,183.7,2.7,2.2
2023-04-16T20:32:17.663Z,37.9082783,-122.3824316,3.500,161.7,184.0,0.6,2.3
2023-04-16T20:32:18.163Z,37.9082700,-122.3824283,3.500,160.2,185.2,0.8,2.2
2023-04-16T20:32:18.665Z,37.9082633,-122.3824250,3.600,159.2,182.9,3.7,2.0
2023-04-16T20:32:19.167Z,37.9082566,-122.3824216,3.600,157.5,183.0,2.8,2.2
2023-04-16T20:32:19.669Z,37.9082483,-122.3824166,3.600,155.6,183.9,0.6,3.7
2023-04-16T20:32:20.164Z,37.9082416,-122.3824133,3.600,156.0,184.0,-1.9,2.6
2023-04-16T20:32:20.670Z,37.9082350,-122.3824100,3.600,159.8,186.7,-4.2,2.0
2023-04-16T20:32:21.172Z,37.9082266,-122.3824066,3.500,161.0,185.8,-1.7,2.7
2023-04-16T20:32:21.673Z,37.9082200,-122.3824050,3.400,162.4,186.3,-0.6,2.5
2023-04-16T20:32:22.174Z,37.9082133,-122.3824016,3.500,165.0,186.8,1.2,2.9
2023-04-16T20:32:22.673Z,37.9082050,-122.3824000,3.600,163.7,186.6,-0.7,1.3
2023-04-16T20:32:23.177Z,37.9081983,-122.3823966,3.700,166.6,189.5,-2.7,2.0
2023-04-16T20:32:23.678Z,37.9081900,-122.3823933,3.500,166.5,187.5,1.7,2.9
2023-04-16T20:32:24.175Z,37.9081850,-122.3823916,3.600,162.9,189.3,-1.6,2.2
2023-04-16T20:32:24.676Z,37.9081750,-122.3823883,3.800,166.4,190.6,-0.1,2.3
2023-04-16T20:32:25.177Z,37.9081650,-122.3823866,3.600,171.0,189.5,0.5,0.9
2023-04-16T20:32:25.678Z,37.9081566,-122.3823850,3.600,168.9,189.8,2.0,1.9
2023-04-16T20:32:26.185Z,37.9081500,-122.3823833,3.500,170.2,189.2,3.3,1.7
2023-04-16T20:32:26.686Z,37.9081416,-122.3823816,3.300,170.4,188.4,4.5,2.2
2023-04-16T20:32:27.186Z,37.9081350,-122.3823783,3.300,166.8,189.5,0.3,2.8
2023-04-16T20:32:27.687Z,37.9081266,-122.3823766,3.100,166.7,190.1,-0.7,1.9
2023-04-16T20:32:28.191Z,37.9081200,-122.3823750,3.100,171.4,188.4,1.8,2.7
2023-04-16T20:32:28.690Z,37.9081116,-122.3823733,3.100,166.3,187.6,3.3,3.0
2023-04-16T20:32:29.190Z,37.9081033,-122.3823716,3.100,162.8,188.4,1.6,2.7
2023-04-16T20:32:29.692Z,37.9080950,-122.3823700,3.300,163.7,189.4,2.2,2.0
2023-04-16T20:32:30.194Z,37.9080866,-122.3823683,3.300,169.7,188.2,4.9,3.4
2023-04-16T20:32:30.696Z,37.9080783,-122.3823666,3.500,164.5,187.5,5.3,3.0
2023-04-16T20:32:31.197Z,37.9080683,-122.3823633,3.600,170.2,189.0,2.8,3.1
2023-04-16T20:32:31.698Z,37.9080600,-122.3823616,3.600,168.3,188.5,5.1,3.1
2023-04-16T20:32:32.200Z,37.9080516,-122.3823600,3.700,169.1,187.5,5.7,2.4
2023-04-16T20:32:32.700Z,37.9080416,-122.3823583,3.700,166.7,188.2,5.9,2.2
2023-04-16T20:32:33.164Z,37.9080333,-122.3823550,3.800,166.5,186.1,10.0,2.3
2023-04-16T20:32:33.663Z,37.9080233,-122.3823533,3.800,161.7,184.3,11.0,2.1
2023-04-16T20:32:34.152Z,37.9080133,-122.3823500,3.900,161.4,188.4,4.6,2.1
2023-04-16T20:32:34.663Z,37.9080050,-122.3823466,3.800,162.8,188.1,4.0,1.8
2023-04-16T20:32:35.165Z,37.9079966,-122.3823450,3.800,165.0,188.1,5.2,2.3
2023-04-16T20:32:35.662Z,37.9079883,-122.3823433,3.800,166.2,187.8,6.1,1.4
2023-04-16T20:32:36.163Z,37.9079800,-122.3823400,3.600,165.0,186.8,7.8,2.7
2023-04-16T20:32:36.662Z,37.9079716,-122.3823366,3.600,163.3,186.6,7.3,2.2
2023-04-16T20:32:37.163Z,37.9079633,-122.3823350,3.600,161.7,188.1,5.4,2.4
2023-04-16T20:32:37.662Z,37.9079533,-122.3823333,3.600,167.5,186.8,6.3,2.5
2023-04-16T20:32:38.164Z,37.9079450,-122.3823300,3.600,164.1,189.0,4.1,3.2
2023-04-16T20:32:38.664Z,37.9079366,-122.3823266,3.600,159.7,187.8,5.1,2.9
2023-04-16T20:32:39.169Z,37.9079300,-122.3823250,3.500,166.9,187.7,5.7,1.2
2023-04-16T20:32:39.666Z,37.9079216,-122.3823233,3.500,169.0,188.2,4.2,2.8
2023-04-16T20:32:40.177Z,37.9079133,-122.3823216,3.500,164.6,187.7,4.9,2.7
2023-04-16T20:32:40.674Z,37.9079050,-122.3823200,3.400,169.1,188.5,6.2,2.7
2023-04-16T20:32:41.176Z,37.9078966,-122.3823183,3.400,169.2,186.9,9.1,3.3
2023-04-16T20:32:41.671Z,37.9078883,-122.3823166,3.400,166.6,187.4,8.7,3.0
2023-04-16T20:32:42.163Z,37.9078816,-122.3823150,3.600,167.8,187.7,7.6,2.1
2023-04-16T20:32:42.668Z,37.9078716,-122.3823116,3.600,166.2,188.8,5.1,2.3
2023-04-16T20:32:43.168Z,37.9078650,-122.3823100,3.300,168.7,189.5,4.3,2.3
2023-04-16T20:32:43.667Z,37.9078566,-122.3823083,3.600,163.9,189.5,4.5,2.4
2023-04-16T20:32:44.170Z,37.9078483,-122.3823050,3.600,169.2,190.3,4.9,2.4
2023-04-16T20:32:44.666Z,37.9078400,-122.3823033,3.600,168.4,189.6,7.6,2.1
2023-04-16T20:32:45.166Z,37.9078333,-122.3823016,3.500,167.0,190.0,8.0,2.3
2023-04-16T20:32:45.665Z,37.9078250,-122.3823000,3.500,165.9,189.2,9.9,1.9
2023-04-16T20:32:46.166Z,37.9078166,-122.3823000,3.500,170.1,185.7,11.8,0.6
2023-04-16T20:32:46.666Z,37.9078100,-122.3822966,3.600,161.6,186.0,8.0,2.7
2023-04-16T20:32:47.171Z,37.9078016,-122.3822933,3.600,163.8,186.4,5.9,2.5
2023-04-16T20:32:47.670Z,37.9077933,-122.3822883,3.600,161.7,189.2,1.1,2.8
2023-04-16T20:32:48.162Z,37.9077850,-122.3822850,3.800,163.0,187.5,2.8,3.0
2023-04-16T20:32:48.658Z,37.9077766,-122.3822833,3.800,168.1,187.7,4.6,2.0
2023-04-16T20:32:49.159Z,37.9077666,-122.3822816,3.700,169.2,186.5,5.5,2.7
2023-04-16T20:32:49.661Z,37.9077583,-122.3822783,3.700,164.3,186.7,6.8,1.9
2023-04-16T20:32:50.163Z,37.9077500,-122.3822766,3.600,166.9,185.1,8.3,1.4
2023-04-16T20:32:50.659Z,37.9077416,-122.3822733,3.700,163.4,186.2,8.0,2.7
2023-04-16T20:32:51.160Z,37.9077333,-122.3822700,3.800,162.6,186.0,7.5,2.4
2023-04-16T20:32:51.658Z,37.9077250,-122.3822666,3.800,160.3,187.0,6.3,3.2
2023-04-16T20:32:52.164Z,37.9077150,-122.3822633,3.700,161.0,185.9,6.8,1.8
2023-04-16T20:32:52.665Z,37.9077066,-122.3822583,3.700,164.1,186.4,4.0,2.4
2023-04-16T20:32:53.171Z,37.9076966,-122.3822550,3.700,160.7,186.3,5.5,2.5
2023-04-16T20:32:53.667Z,37.9076883,-122.3822516,3.700,163.6,187.3,5.4,2.9
2023-04-16T20:32:54.156Z,37.9076816,-122.3822500,3.900,164.3,186.5,7.7,2.7
2023-04-16T20:32:54.661Z,37.9076700,-122.3822450,3.900,164.9,189.0,7.3,2.3
2023-04-16T20:32:55.162Z,37.9076616,-122.3822433,3.900,167.1,187.2,10.0,1.5
2023-04-16T20:32:55.659Z,37.9076533,-122.3822400,3.900,168.8,186.2,9.6,2.8
2023-04-16T20:32:56.167Z,37.9076450,-122.3822366,3.900,162.7,188.8,5.4,2.4
2023-04-16T20:32:56.652Z,37.9076366,-122.3822333,3.900,166.7,189.7,3.2,1.3
2023-04-16T20:32:57.152Z,37.9076283,-122.3822316,3.900,165.6,189.7,2.2,1.7
2023-04-16T20:32:57.661Z,37.9076200,-122.3822300,3.800,167.4,190.3,1.6,2.5
2023-04-16T20:32:58.162Z,37.9076116,-122.3822283,3.700,167.3,189.1,2.4,2.8
2023-04-16T20:32:58.660Z,37.9076033,-122.3822266,3.700,170.0,190.7,2.8,1.7
2023-04-16T20:32:59.164Z,37.9075933,-122.3822250,3.700,169.4,190.2,3.3,2.2
2023-04-16T20:32:59.660Z,37.9075850,-122.3822233,3.700,170.8,190.0,5.6,2.5
2023-04-16T20:33:00.161Z,37.9075766,-122.3822216,3.700,172.5,190.1,5.3,2.7
2023-04-16T20:33:00.661Z,37.9075683,-122.3822200,3.700,166.5,191.3,3.3,1.8
2023-04-16T20:33:01.161Z,37.9075600,-122.3822183,3.800,169.4,194.8,1.2,1.9
2023-04-16T20:33:01.660Z,37.9075516,-122.3822166,3.800,175.1,193.8,9.1,5.9
2023-04-16T20:33:02.167Z,37.9075416,-122.3822166,3.800,174.8,201.1,4.1,6.0
2023-04-16T20:33:02.661Z,37.9075333,-122.3822166,3.900,180.7,201.0,10.8,8.5
2023-04-16T20:33:03.162Z,37.9075250,-122.3822166,4.000,188.3,193.3,25.1,-2.5
2023-04-16T20:33:03.649Z,37.9075183,-122.3822183,3.600,191.6,200.8,24.9,3.4
2023-04-16T20:33:04.162Z,37.9075116,-122.3822200,2.700,198.8,206.2,27.4,0.5
2023-04-16T20:33:04.660Z,37.9075083,-122.3822233,2.300,202.0,208.2,28.3,3.2
2023-04-16T20:33:05.167Z,37.9075050,-122.3822250,2.100,208.5,212.7,27.7,4.6
2023-04-16T20:33:05.664Z,37.9075033,-122.3822266,1.100,214.1,215.7,27.8,0.6
2023-04-16T20:33:06.156Z,37.9075016,-122.3822283,1.000,218.2,219.2,29.0,0.5
2023-04-16T20:33:06.659Z,37.9075000,-122.3822300,0.800,264.3,221.3,32.6,4.3
2023-04-16T20:33:07.163Z,37.9075000,-122.3822333,0.900,258.1,224.5,27.8,4.0
2023-04-16T20:33:07.663Z,37.9075000,-122.3822350,0.700,240.1,226.0,25.2,2.8
2023-04-16T20:33:08.165Z,37.9075000,-122.3822366,0.500,255.5,228.7,25.1,5.2
2023-04-16T20:33:08.663Z,37.9075000,-122.3822383,0.600,263.1,228.5,23.0,3.5
2023-04-16T20:33:09.164Z,37.9075000,-122.3822416,1.000,276.8,229.7,19.9,3.8
2023-04-16T20:33:09.661Z,37.9075000,-122.3822433,1.200,267.7,234.1,7.5,7.4
2023-04-16T20:33:10.164Z,37.9074983,-122.3822483,1.300,255.4,232.3,-5.6,6.3
2023-04-16T20:33:10.660Z,37.9074983,-122.3822550,2.300,259.8,230.3,-0.7,6.3
2023-04-16T20:33:11.165Z,37.9074966,-122.3822633,2.700,263.7,224.0,6.8,4.3
2023-04-16T20:33:11.664Z,37.9074933,-122.3822716,3.100,246.3,223.0,5.6,6.9
2023-04-16T20:33:12.164Z,37.9074900,-122.3822800,3.200,232.1,225.6,-8.3,3.3
2023-04-16T20:33:12.659Z,37.9074850,-122.3822900,3.300,237.9,225.5,-12.6,1.9
2023-04-16T20:33:13.160Z,37.9074800,-122.3823000,3.700,238.1,222.8,-1.0,5.2
2023-04-16T20:33:13.659Z,37.9074750,-122.3823100,3.900,233.6,224.0,-1.6,4.3
2023-04-16T20:33:14.162Z,37.9074700,-122.3823200,4.100,238.1,224.6,-3.4,3.8
2023-04-16T20:33:14.660Z,37.9074650,-122.3823300,4.200,235.7,223.4,-1.2,2.5
2023-04-16T20:33:15.160Z,37.9074583,-122.3823400,4.300,232.8,224.4,1.6,3.8
2023-04-16T20:33:15.659Z,37.9074533,-122.3823483,4.300,234.3,225.7,0.5,3.3
2023-04-16T20:33:16.162Z,37.9074466,-122.3823583,4.400,233.0,224.6,4.9,5.9
2023-04-16T20:33:16.660Z,37.9074383,-122.3823683,4.600,227.8,223.2,1.8,4.4
2023-04-16T20:33:17.165Z,37.9074316,-122.3823783,4.800,231.4,221.3,-0.4,2.8
2023-04-16T20:33:17.660Z,37.9074250,-122.3823900,4.800,229.7,221.3,3.1,4.7
2023-04-16T20:33:18.152Z,37.9074166,-122.3823983,5.200,225.0,225.3,3.8,5.0
